Raw Institutional Statement,Attribute,Deontic,aIm,oBject,Condition,Or else,Statement Type,Institution Type,Regulative /            Constitutive,Level of Analysis
Phosphoric acid—cleaning of food-contact surfaces and equipment only.,[The processor],[may],[be used],Phosphoric acid,,,,,,
Potassium hydroxide—prohibited for use in lye peeling of fruits and vegetables except when used for peeling peaches during the Individually Quick Frozen (IQF) production process. ,[The processor],[may],[be used],Potassium hydroxide,,,,,,
"Potassium iodide—for use only in agricultural products labeled “made with organic (specified ingredients or food group(s)),” prohibited in agricultural products labeled “organic”.",[The processor],[may],[be used],Potassium iodide—,,,,,,
"Potassium phosphate—for use only in agricultural products labeled “made with organic (specific ingredients or food group(s)),” prohibited in agricultural products labeled “organic”. ",[The processor],[may],[be used],Potassium phosphate—,,,,,,
Sodium acid pyrophosphate (CAS # 7758–16–9)—for use only as a leavening agent.,[The processor],[may],[be used],Sodium acid pyrophosphate (CAS # 7758–16–9),,,,,,
Sodium hydroxide—prohibited for use in lye peeling of fruits and vegetables.,[The processor],[may],[be used],Sodium hydroxide—,,,,,,
Sodium phosphates—for use only in dairy foods.,[The processor],[may],[be used],Sodium phosphates,,,,,,
"Sulfur dioxide—for use only in wine labeled “made with organic grapes,” Provided, That, total sulfite concentration does not exceed 100 ppm.",[The processor],[may],[be used],Sulfur dioxide,,,,,,
Tetrasodium pyrophosphate (CAS # 7722–88–5)—for use only in meat analog products.,[The processor],[may],[be used],Tetrasodium pyrophosphate (CAS # 7722–88–5),,,,,,
Tocopherols—derived from vegetable oil when rosemary extracts are not a suitable alternative.,[The processor],[may],[be used],Tocopherols—,,,,,,
"Only the following nonorganically produced agricultural products may be used as ingredients in or on processed products labeled as “organic,” only in accordance with any restrictions specified in this section, and only when the product is not commercially available in organic form. ",[The processor],may,be used,Only the following nonorganically produced agricultural products,,,,,,
"(a) Casings, from processed intestines. ",[The processor],[may],[be used],"Casings, from processed intestines. ",,,,,,
(b) Celery powder.,[The processor],[may],[be used],Celery powder.,,,,,,
(c) Chia ( Salvia hispanica L. ).,[The processor],[may],[be used],Chia ( Salvia hispanica L. ).,,,,,,
(d) Colors derived from agricultural products. ,[The processor],[may],[be used],(d) Colors derived from agricultural products. ,,,,,,
(1) Annatto extract color (pigment CAS # 1393–63–1)—water and oil soluble.,,,,(1) Annatto extract color (pigment CAS # 1393–63–1)—water and oil soluble.,,,,,,
(2) Beet juice extract color (pigment CAS # 7659–95–2).,,,,(2) Beet juice extract color (pigment CAS # 7659–95–2).,,,,,,
"(3) Beta-carotene extract color, derived from carrots (CAS # 1393–63–1).",,,,"(3) Beta-carotene extract color, derived from carrots (CAS # 1393–63–1).",,,,,,
"(4) Black currant juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(4) Black currant juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(5) Black/Purple carrot juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(5) Black/Purple carrot juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(6) Blueberry juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(6) Blueberry juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
(7) Carrot juice color (pigment CAS # 1393–63–1).,,,,(7) Carrot juice color (pigment CAS # 1393–63–1).,,,,,,
"(8) Cherry juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(8) Cherry juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(9) Chokeberry—Aronia juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(9) Chokeberry—Aronia juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(10) Elderberry juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(10) Elderberry juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(11) Grape juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(11) Grape juice color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(12) Grape skin extract color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(12) Grape skin extract color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(13) Paprika color (CAS # 68917–78–2)—dried, and oil extracted.",,,,"(13) Paprika color (CAS # 68917–78–2)—dried, and oil extracted.",,,,,,
(14) Pumpkin juice color (pigment CAS # 127–40–2).,,,,(14) Pumpkin juice color (pigment CAS # 127–40–2).,,,,,,
"(15) Purple potato juice (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(15) Purple potato juice (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(16) Red cabbage extract color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(16) Red cabbage extract color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
"(17) Red radish extract color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,"(17) Red radish extract color (pigment CAS #'s: 528–58–5, 528–53–0, 643–84–5, 134–01–0, 1429–30–7, and 134–04–3).",,,,,,
(18) Saffron extract color (pigment CAS # 1393–63–1).,,,,(18) Saffron extract color (pigment CAS # 1393–63–1).,,,,,,
(19) Turmeric extract color (CAS # 458–37–7).,,,,(19) Turmeric extract color (CAS # 458–37–7).,,,,,,
,,,,,,,,,,
(e) Dillweed oil (CAS # 8006–75–5).,[The processor],[may],[be used],Dillweed oil (CAS # 8006–75–5).,,,,,,
"(f) Fish oil (Fatty acid CAS #'s: 10417–94–4, and 25167–62–8)—stabilized with organic ingredients or only with ingredients on the National List, §§205.605 and 205.606.",[The processor],[may],[be used],"Fish oil (Fatty acid CAS #'s: 10417–94–4, and 25167–62–8)",,,,,,
(g) Fortified cooking wines.,[The processor],[may],[be used],Fortified cooking wines.,,,,,,
(1) Marsala.,,,,(1) Marsala.,,,,,,
(2) Sherry.,,,,(2) Sherry.,,,,,,
(h) Fructooligosaccharides (CAS # 308066–66–2).,[The processor],[may],[be used],Fructooligosaccharides (CAS # 308066–66–2).,,,,,,
"(i) Galangal, frozen.",[The processor],[may],[be used],"Galangal, frozen.",,,,,,
(j) Gelatin (CAS # 9000–70–8).,[The processor],[may],[be used],Gelatin (CAS # 9000–70–8).,,,,,,
(l) Hops ( Humulus luplus ).,[The processor],[may],[be used],Hops ( Humulus luplus ).,,,,,,
(m) Inulin-oligofructose enriched (CAS # 9005–80–5).,[The processor],[may],[be used],Inulin-oligofructose enriched (CAS # 9005–80–5).,,,,,,
(n) Kelp—for use only as a thickener and dietary supplement.,[The processor],[may],[be used],Kelp,,,,,,
(o) Konjac flour (CAS # 37220–17–0).,[The processor],[may],[be used],Konjac flour (CAS # 37220–17–0).,,,,,,
(p) Lecithin—unbleached.,[The processor],[may],[be used],Lecithin—unbleached.,,,,,,
(q) Lemongrass—frozen.,[The processor],[may],[be used],Lemongrass—frozen.,,,,,,
(r) Orange shellac-unbleached (CAS # 9000–59–3).,[The processor],[may],[be used],Orange shellac-unbleached (CAS # 9000–59–3).,,,,,,
(s) Pectin (high-methoxy).,[The processor],[may],[be used],Pectin (high-methoxy).,,,,,,
(t) Peppers (Chipotle chile).,[The processor],[may],[be used],Peppers (Chipotle chile).,,,,,,
(u) Starches.,[The processor],[may],[be used],Cornstarch (native).,,,,,,
(1) Cornstarch (native).,,,,,,,,,,
"(2) Rice starch, unmodified (CAS # 977000–08–0)—for use in organic handling until June 21, 2009.",[The processor],[may],[be used],"Rice starch, unmodified (CAS # 977000–08–0)—",,,,,,
(3) Sweet potato starch—for bean thread production only.,[The processor],[may],[be used],Sweet potato starch,,,,,,
(v) Tragacanth gum (CAS #–9000–65–1).,[The processor],[may],[be used],Tragacanth gum (CAS #–9000–65–1).,,,,,,
Turkish bay leaves.,[The processor],[may],[be used],Turkish bay leaves.,,,,,,
(x) Wakame seaweed ( Undaria pinnatifida ).,[The processor],[may],[be used],Wakame seaweed ( Undaria pinnatifida ).,,,,,,
(y) Whey protein concentrate.,[The processor],[may],[be used],Whey protein concentrate.,,,,,,
(a) Any person may petition the National Organic Standard Board for the purpose of having a substance evaluated by the Board for recommendation to the Secretary for inclusion on or deletion from the National List in accordance with the Act.,Any person,may,petition,the National Organic Standard Board,,,,,,
(b) A person petitioning for amendment of the National List should request a copy of the petition procedures from the USDA at the address in §205.607(c).,A person petitioning for amendment of the National List ,should,request,a copy of the petition procedures,,,,,,
"A petition to amend the National List must be submitted to: Program Manager, USDA/AMS/TMP/NOP, 1400 Independence Ave., SW., Room 4008–So., Ag Stop 0268, Washington, DC 20250.",[A person petitioning for amendment of the National List],must,submitted,A petition to amend the National List ,,,,,,
(a) A State may establish a State organic program for production and handling operations within the State which produce and handle organic agricultural products.,A State ,may,establish,a State organic program,,,,,,
A State organic program must meet the requirements for organic programs specified in the Act,A State ,must,meet,the requirements for organic programs specified in the Act,,,,,,
(c) A State organic program may contain more restrictive requirements because of environmental conditions or the necessity of specific production or handling practices particular to the State or region of the United States.,A State organic program,may,contain,more restrictive requirements ,,,,,,
A State organic program must assume enforcement obligations in the State for the requirements of this part and any more restrictive requirements approved by the Secretary.,A State organic program,must,assume,enforcement obligations,,,,,,
(e) A State organic program and any amendments to such program must be approved by the Secretary prior to being implemented by the State.,the Secretary,must,be approved,A State organic program and any amendments to such program,,,,,,
(a) A State organic program's governing State official must submit to the Secretary a proposed State organic program and any proposed amendments to such approved program.,A State organic program's governing State official,must,submit,a proposed State organic program and any proposed amendments to such approved program.,,,,,,
"Such submission must contain supporting materials that include statutory authorities, program description, documentation of the environmental conditions or specific production and handling practices particular to the State which necessitate more restrictive requirements than the requirements of this part, and other information as may be required by the Secretary.",[A State organic program's governing State official],must,contain,supporting materials ,,,,,,
"(2) Submission of a request for amendment of an approved State organic program must contain supporting materials that include an explanation and documentation of the environmental conditions or specific production and handling practices particular to the State or region, which necessitates the proposed amendment",[A State organic program's governing State official],must,contain,supporting materials ,,,,,,
Supporting material also must explain how the proposed amendment furthers and is consistent with the purposes of the Act and the regulations of this part.,[A State organic program's governing State official],must,explain,how the proposed amendment furthers and is consistent with the purposes of the Act and the regulations of this part.,,,,,,
"(b) Within 6 months of receipt of submission, the Secretary will: Notify the State organic program's governing State official of approval or disapproval of the proposed program or amendment of an approved program",the Secretary,will [must],Notify,the State organic program's governing State official ,,,,,,
"and, if disapproved, the reasons for the disapproval.",[the Secretary],[will] [must],[Notify],[the State organic program's governing State official],,,,,,
"(c) After receipt of a notice of disapproval, the State organic program's governing State official may submit a revised State organic program or amendment of such a program at any time.",the State organic program's governing State official,may,submit,a revised State organic program or amendment of such a program,,,,,,
The Secretary will review a State organic program not less than once during each 5-year period following the date of the initial program approval. ,The Secretary,will [must],review,a State organic program,,,,,,
The Secretary will notify the State organic program's governing State official of approval or disapproval of the program within 6 months after initiation of the review.,The Secretary,will [must],notify,the State organic program's governing State official ,,,,,,
"Fees and other charges equal as nearly as may be to the cost of the accreditation services rendered under the regulations, including initial accreditation, review of annual reports, and renewal of accreditation, shall be assessed...with the following provisions:",[The evaluator],shall [must],be assessed,Fees and other charges ,,,,,,
and collected from applicants for initial accreditation and accredited certifying agents submitting annual reports or seeking renewal of accreditation in accordance with the following provisions:,[The evaluator],[shall] [must],and collected,Fees and other charges ,,,,,,
"1) Except as otherwise provided in this section, fees-for-service shall be based on the time required to render the service provided calculated to the nearest 15-minute period, including the review of applications and accompanying documents and information, evaluator travel, the conduct of on-site evaluations, review of annual reports and updated documents and information, and the time required to prepare reports and any other documents in connection with the performance of service. ",[The evaluator],shall [must],be based,fees-for-service,,,,,,
"The hourly rate shall be the same as that charged by the Agricultural Marketing Service, through its Quality Systems Certification Program, to certification bodies requesting conformity assessment to the International Organization for Standardization “General Requirements for Bodies Operating Product Certification Systems” (ISO Guide 65).",[The evaluator],shall [must],be,The hourly rate ,,,,,,
(2) Applicants for initial accreditation and accredited certifying agents submitting annual reports or seeking renewal of accreditation during the first 18 months following the effective date of subpart F of this part shall receive service without incurring an hourly charge for service.,[The evaluator],[must not],[charge],Applicants for initial accreditation and accredited certifying agents submitting annual reports or seeking renewal of accreditation during the first 18 months following the effective date of subpart F of this part,,,,,,
"Applicants for initial accreditation and renewal of accreditation must pay at the time of application, effective 18 months following February 20, 2001, a nonrefundable fee of $500.00 ",Applicants for initial accreditation and renewal of accreditation ,must,pay,a nonrefundable fee of $500.00,,,,,,
which shall be applied to the applicant's fees-for-service account.,,shall [must],be applied,[a nonrefundable fee of $500.00],,,,,,
"(b) Travel charges. When service is requested at a place so distant from the evaluator's headquarters that a total of one-half hour or more is required for the evaluator(s) to travel to such place and back to the headquarters or at a place of prior assignment on circuitous routing requiring a total of one-half hour or more to travel to the next place of assignment on the circuitous routing, the charge for such service shall include a mileage charge administratively determined by the U.S. Department of Agriculture ",[The evaluator],shall [must],include,a mileage charge administratively determined by the U.S. Department of Agriculture ,,,,,,
"and travel tolls, if applicable,",[The evaluator],[shall] [must],[include],travel tolls,,,,,,
or such travel prorated among all the applicants and certifying agents furnished the service involved on an equitable basis ,[The evaluator],[shall] [must],[include],such travel prorated among all the applicants and certifying agents furnished the service involved on an equitable basis ,,,,,,
"or, when the travel is made by public transportation (including hired vehicles), a fee equal to the actual cost thereof. ",[The evaluator],[shall] [must],[include],a fee equal to the actual cost thereof. ,,,,,,
"Travel charges shall become effective for all applicants for initial accreditation and accredited certifying agents on February 20, 2001. ",[The United States Department of Agriculture],shall [must],become effective ,Travel charges ,,,,,,
The applicant or certifying agent will not be charged a new mileage rate without notification before the service is rendered.,[The evaluator],will not [must not],be charged,The applicant or certifying agent,,,,,,
"When service is requested at a place away from the evaluator's headquarters, the fee for such service shall include a per diem charge if the employee(s) performing the service is paid per diem in accordance with existing travel regulations.",[The evaluator],shall [must],include ,a per diem charge ,,,,,,
Per diem charges to applicants and certifying agents will cover the same period of time for which the evaluator(s) receives per diem reimbursement. ,[The evaluator],will [must],cover ,Per diem charges to applicants and certifying agents ,,,,,,
The per diem rate will be administratively determined by the U.S. Department of Agriculture. ,the U.S. Department of Agriculture. ,will [must],determine,The per diem rate ,,,,,,
"Per diem charges shall become effective for all applicants for initial accreditation and accredited certifying agents on February 20, 2001. ",[The United States Department of Agriculture],shall [must],become effective,Per diem charges ,,,,,,
The applicant or certifying agent will not be charged a new per diem rate without notification before the service is rendered.,[The evaluator],will not [must not],be charged ,The applicant or certifying agent,,,,,,
"When costs, other than costs specified in paragraphs (a), (b), and (c) of this section, are associated with providing the services, the applicant or certifying agent will be charged for these costs. ",[The evaluator],will [must],be charged,the applicant or certifying agent ,,,,,,
"Such costs include but are not limited to equipment rental, photocopying, delivery, facsimile, telephone, or translation charges incurred in association with accreditation services. ",[The evaluator],[must],include,Such costs,,,,,,
The amount of the costs charged will be determined administratively by the U.S. Department of Agriculture. ,the U.S. Department of Agriculture. ,will [must],be determined ,The amount of the costs charged,,,,,,
"Such costs shall become effective for all applicants for initial accreditation and accredited certifying agents on February 20, 2001.",the U.S. Department of Agriculture. ,shall [must],become effective ,Such costs ,,,,,,
"(a) Applicants for initial accreditation and renewal of accreditation must remit the nonrefundable fee, pursuant to §205.640(a)(3), along with their application.",Applicants for initial accreditation and renewal of accreditation ,must,remit,"the nonrefundable fee,",,,,,,
"Remittance must be made payable to the Agricultural Marketing Service, USDA, ",[Applicants for initial accreditation and renewal of accreditation],must,be made ,Remittance,,,,,,
"and mailed to: Program Manager, USDA-AMS-TMP-NOP, Room 2945-South Building, P.O. Box 96456, Washington, DC 20090–6456 or such other address as required by the Program Manager.",[Applicants for initial accreditation and renewal of accreditation],[must],mailed ,[Remittance],,,,,,
(b) Payments for fees and other charges not covered under paragraph (a) of this section must be:,[Applicants for initial accreditation and renewal of accreditation],must,be Received ,Payments for fees and other charges not covered under paragraph (a) of this section,,,,,,
(1) Received by the due date shown on the bill for collection;,,,,,,,,,,
"(2) Made payable to the Agricultural Marketing Service, USDA; ",[Applicants for initial accreditation and renewal of accreditation],[must],[be] Made ,[Payments for fees and other charges not covered under paragraph (a) of this section],,,,,,
and,[Applicants for initial accreditation and renewal of accreditation],[must],[be] Mailed,[Payments for fees and other charges not covered under paragraph (a) of this section],,,,,,
(3) Mailed to the address provided on the bill for collection.,,,,,,,,,,
"(c) The Administrator shall assess interest, penalties, and administrative costs on debts not paid by the due date shown on a bill for collection ",The Administrator,shall [must],assess,"penalties, and administrative costs on debts not paid by the due date shown on a bill for collection ",,,,,,
and collect delinquent debts or refer such debts to the Department of Justice for litigation.,[The Administrator],[shall] [must],collect ,delinquent debts ,,,,,,
"Fees charged by a certifying agent must be reasonable, ",a certifying agent ,must,"be reasonable, ",Fees ,,,,,,
and a certifying agent shall charge applicants for certification and certified production and handling operations only those fees and charges that it has filed with the Administrator. ,a certifying agent ,shall [must],charge ,applicants for certification and certified production and handling operations ,,,,,,
The certifying agent shall provide each applicant with an estimate of the total cost of certification and an estimate of the annual cost of updating the certification. ,The certifying agent,shall [must],provide,each applicant ,,,,,,
The certifying agent may require applicants for certification to pay at the time of application a nonrefundable fee which shall be applied to the applicant's fees-for-service account. ,The certifying agent ,may,require,applicants for certification ,,,,,,
The certifying agent may set the nonrefundable portion of certification fees; ,The certifying agent ,may,set,the nonrefundable portion of certification fees; ,,,,,,
"; however, the nonrefundable portion of certification fees must be explained in the fee schedule submitted to the Administrator",[The certifying agent],must,be explained,the nonrefundable portion of certification fees ,,,,,,
The fee schedule must explain what fee amounts are nonrefundable and at what stage during the certification process fees become nonrefundable,[The certifying agent],must,explain,what fee amounts are nonrefundable and at what stage during the certification process fees become nonrefundable,,,,,,
The certifying agent shall provide all persons inquiring about the application process with a copy of its fee schedule,The certifying agent,shall [must],provide,all persons inquiring about the application process,,,,,,
"National Organic Program's Program Manager, on behalf of the Secretary, may inspect ...certified production and handling operations and accredited certifying agents for compliance with the Act or regulations in this part.","National Organic Program's Program Manager,",may,inspect ,certified production and handling operations and accredited certifying agents ,,,,,,
and review ,"National Organic Program's Program Manager,",may,review,certified production and handling operations and accredited certifying agents ,,,,,,
(b) The Program Manager may initiate suspension or revocation proceedings against a certified operation:,The Program Manager,may,initiate,suspension or revocation proceedings,,,,,,
(1) When the Program Manager has reason to believe that a certified operation has violated or is not in compliance with the Act or regulations in this part; or,,,,,,,,,,
(2) When a certifying agent or a State organic program's governing State official fails to take appropriate action to enforce the Act or regulations in this part.,,,,,,,,,,
"(c) The Program Manager may initiate suspension or revocation of a certifying agent's accreditation if the certifying agent fails to meet, conduct, or maintain accreditation requirements pursuant to the Act or this part.",The Program Manager,may,initiate,suspension or revocation ,,,,,,
"(d) Each notification of noncompliance, rejection of mediation, noncompliance resolution, proposed suspension or revocation, and suspension or revocation issued pursuant to §205.662, §205.663, and §205.665 and each response to such notification must be sent to the recipient's place of business via a delivery service which provides dated return receipts.",[The Program Manager],must,be sent,"Each notification of noncompliance, rejection of mediation, noncompliance resolution, proposed suspension or revocation, and suspension or revocation issued pursuant to §205.662, §205.663, and §205.665 and each response to such notification",,,,,,
(a) A certifying agent may investigate complaints of noncompliance with the Act or regulations of this part concerning production and handling operations certified as organic by the certifying agent. ,A certifying agent,may,investigate,complaints of noncompliance with the Act or regulations of this part concerning production and handling operations certified as organic by the certifying agent. ,,,,,,
A certifying agent must notify the Program Manager of all compliance proceedings and actions taken pursuant to this part.,A certifying agent ,must,notify,the Program Manager,,,,,,
(b) A State organic program's governing State official may investigate complaints of noncompliance with the Act or regulations in this part concerning organic production or handling operations operating in the State.,A State organic program's governing State official,may,investigate,complaints of noncompliance with the Act or regulations in this part concerning organic production or handling operations operating in the State.,,,,,,
"(a) Notification. When an inspection, review, or investigation of a certified operation by a certifying agent or a State organic program's governing State official reveals any noncompliance with the Act or regulations in this part, a written notification of noncompliance shall be sent to the certified operation. ",[a certifying agent or a State organic program's governing State official],shall [must],be sent ,a written notification of noncompliance,,,,,,
Such notification shall provide:,[a certifying agent or a State organic program's governing State official],shall [must],provide,(1) A description of each noncompliance;,,,,,,
(1) A description of each noncompliance;,,,,(2) The facts upon which the notification of noncompliance is based; and,,,,,,
(2) The facts upon which the notification of noncompliance is based; and,,,,(3) The date by which the certified operation must rebut or correct each noncompliance and submit supporting documentation of each such correction when correction is possible.,,,,,,
(3) The date by which the certified operation must rebut or correct each noncompliance and submit supporting documentation of each such correction when correction is possible.,,,,,,,,,,
"(b) Resolution. When a certified operation demonstrates that each noncompliance has been resolved, the certifying agent or the State organic program's governing State official, as applicable, shall send the certified operation a written notification of noncompliance resolution.","the certifying agent or the State organic program's governing State official,",shall [must],send,the certified operation ,,,,,,
"(c) Proposed suspension or revocation. When rebuttal is unsuccessful or correction of the noncompliance is not completed within the prescribed time period, the certifying agent or State organic program's governing State official shall send the certified operation a written notification of proposed suspension or revocation of certification of the entire operation or a portion of the operation, as applicable to the noncompliance. ","the certifying agent or the State organic program's governing State official,",shall [must],send,the certified operation ,,,,,,
"When correction of a noncompliance is not possible, the notification of noncompliance and the proposed suspension or revocation of certification may be combined in one notification. ","[the certifying agent or the State organic program's governing State official,]",may,be combined,the notification of noncompliance and the proposed suspension or revocation of certification ,,,,,,
The notification of proposed suspension or revocation of certification shall state:,"[the certifying agent or the State organic program's governing State official,]",shall [must],state:,(1) The reasons for the proposed suspension or revocation;,,,,,,
(1) The reasons for the proposed suspension or revocation;,,,,(2) The proposed effective date of such suspension or revocation;,,,,,,
(2) The proposed effective date of such suspension or revocation;,,,,(3) The impact of a suspension or revocation on future eligibility for certification; and,,,,,,
(3) The impact of a suspension or revocation on future eligibility for certification; and,,,,(4) The right to request mediation pursuant to §205.663 or to file an appeal pursuant to §205.681.,,,,,,
(4) The right to request mediation pursuant to §205.663 or to file an appeal pursuant to §205.681.,,,,,,,,,,
"(d) Willful violations. Notwithstanding paragraph (a) of this section, if a certifying agent or State organic program's governing State official has reason to believe that a certified operation has willfully violated the Act or regulations in this part, the certifying agent or State organic program's governing State official shall send the certified operation a notification of proposed suspension or revocation of certification of the entire operation or a portion of the operation, as applicable to the noncompliance.",a certifying agent or State organic program's governing State official ,shall [must],send,the certified operation,,,,,,
"(e) Suspension or revocation. (1) If the certified operation fails to correct the noncompliance, to resolve the issue through rebuttal or mediation, or to file an appeal of the proposed suspension or revocation of certification, the certifying agent or State organic program's governing State official shall send the certified operation a written notification of suspension or revocation.",the certifying agent or State organic program's governing State official ,shall [must],send,the certified operation,,,,,,
"(2) A certifying agent or State organic program's governing State official must not send a notification of suspension or revocation to a certified operation that has requested mediation pursuant to §205.663 or filed an appeal pursuant to §205.681, while final resolution of either is pending.",A certifying agent or State organic program's governing State official,must not,send,a notification of suspension or revocation ,,,,,,
"(f) Eligibility. (1) A certified operation whose certification has been suspended under this section may at any time, unless otherwise stated in the notification of suspension, submit a request to the Secretary for reinstatement of its certification. ",A certified operation whose certification has been suspended under this section ,may,submit,a request ,,,,,,
The request must be accompanied by evidence demonstrating correction of each noncompliance and corrective actions taken to comply with and remain in compliance with the Act and the regulations in this part.,[A certified operation whose certification has been suspended under this section],must,be accompanied ,The request ,,,,,,
"(2) A certified operation or a person responsibly connected with an operation whose certification has been revoked will be ineligible to receive certification for a period of 5 years following the date of such revocation, Except, That, the Secretary may, when in the best interest of the certification program, reduce or eliminate the period of ineligibility.",[the Secretary],will [must],be ineligible,A certified operation or a person responsibly connected with an operation whose certification has been revoked,,,,,,
"(g) Violations of Act. In addition to suspension or revocation, any certified operation that:",[the Secretary],shall [must],be subject to,any certified operation that:,,,,,,
"(1) Knowingly sells or labels a product as organic, except in accordance with the Act, shall be subject to a civil penalty of not more than the amount specified in §3.91(b)(1)(xxxvii) of this title” per violation.",,,,"(1) Knowingly sells or labels a product as organic, except in accordance with the Act,",,,,,,
"(2) Makes a false statement under the Act to the Secretary, a State organic program's governing State official, or a certifying agent shall be subject to the provisions of section 1001 of title 18, United States Code.",[the Secretary],shall [must],be subject to,"[any certified operation that:] Makes a false statement under the Act to the Secretary, a State organic program's governing State official, or a certifying agent ",,,,,,
Any dispute with respect to denial of certification or proposed suspension or revocation of certification under this part may be mediated at the request of the applicant for certification or certified operation and with acceptance by the certifying agent.,[a qualified mediator mutually agreed upon by the parties to the mediation],may,be mediated,Any dispute with respect to denial of certification or proposed suspension or revocation of certification under this part ,,,,,,
Mediation shall be requested in writing to the applicable certifying agent. ,[the applicant for certification or certified operation],shall [must],be requested,Mediation,,,,,,
"If the certifying agent rejects the request for mediation, the certifying agent shall provide written notification to the applicant for certification or certified operation.",the certifying agent,shall [must],provide,written notification ,,,,,,
"The written notification shall advise the applicant for certification or certified operation of the right to request an appeal, pursuant to §205.681, within 30 days of the date of the written notification of rejection of the request for mediation. ",[the certifying agent],shall [must],advise,the applicant for certification or certified operation,,,,,,
"If mediation is accepted by the certifying agent, such mediation shall be conducted by a qualified mediator mutually agreed upon by the parties to the mediation. ",a qualified mediator mutually agreed upon by the parties to the mediation. ,shall [must],be conducted ,such mediation,,,,,,
"If a State organic program is in effect, the mediation procedures established in the State organic program, as approved by the Secretary, will be followed. ",[a qualified mediator mutually agreed upon by the parties to the mediation. ],will [must],be followed. ,"the mediation procedures established in the State organic program, ",,,,,,
The parties to the mediation shall have no more than 30 days to reach an agreement following a mediation session,[the Secretary],shall [must],have,The parties to the mediation ,,,,,,
"If mediation is unsuccessful, the applicant for certification or certified operation shall have 30 days from termination of mediation to appeal the certifying agent's decision pursuant to §205.681.",[the Secretary],shall [must],have,the applicant for certification or certified operation ,,,,,,
Any agreement reached during or as a result of the mediation process shall be in compliance with the Act and the regulations in this part.,[The parties to the mediation ],shall [must],be in compliance ,Any agreement reached during or as a result of the mediation process ,,,,,,
The Secretary may review any mediated agreement for conformity to the Act and the regulations in this part ,The Secretary ,may,review ,any mediated agreement ,,,,,,
and may reject any agreement or provision not in conformance with the Act or the regulations in this part.,[The Secretary ],may,reject,any agreement or provision not in conformance with the Act or the regulations in this part.,,,,,,
"(a) Notification. When an inspection, review, or investigation of an accredited certifying agent by the Program Manager reveals any noncompliance with the Act or regulations in this part, a written notification of noncompliance shall be sent to the certifying agent. ",[the Program Manager],shall [must],be sent ,a written notification of noncompliance ,,,,,,
Such notification shall provide:,[the Program Manager],shall [must],provide:,(1) A description of each noncompliance;,,,,,,
(1) A description of each noncompliance;,,,,(2) The facts upon which the notification of noncompliance is based; and,,,,,,
(2) The facts upon which the notification of noncompliance is based; and,,,,(3) The date by which the certifying agent must rebut or correct each noncompliance and submit supporting documentation of each correction when correction is possible.,,,,,,
(3) The date by which the certifying agent must rebut or correct each noncompliance and submit supporting documentation of each correction when correction is possible.,,,,,,,,,,
